0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290261942
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290261943
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290262438
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290262938
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290263438
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290263938
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290264438
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290264939
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290265439
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290265940
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290266439
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290266939
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290267439
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290267940
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290268439
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290268939
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290269439
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290269939
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290270439
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290270939
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290271440
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290271939
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290272439
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290272940
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290273439
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290273939
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290274439
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290274939
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290275439
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290275940
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290276440
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290276939
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290277439
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290277939
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290278439
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290278939
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290279440
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290279940
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290280439
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290280940
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290281440
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290281940
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290282440
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290282941
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290283440
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290283940
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290284440
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290284940
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290285440
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290285940
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290286440
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290286940
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290287440
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290287940
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290288440
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290288941
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290289441
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290289940
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290290440
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290290940
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290291440
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290291940
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290292440
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420290292940
